ulysses16,0.01384,6859,1583144692
ulysses16,0.014135,6859,1583144693
ulysses16,0.013491,6859,1583144694
ulysses16,0.014111,6859,1583144695
ulysses16,0.012999,6859,1583144696
ulysses16,0.013176,6859,1583144697
ulysses16,0.013431,6859,1583144698
ulysses16,0.014259,6859,1583144699
ulysses16,0.013407,6859,1583144700
ulysses16,0.013122,6859,1583144701
ulysses22,0.035154,7013,1583144692
ulysses22,0.035406,7013,1583144693
ulysses22,0.034833,7013,1583144694
ulysses22,0.034917,7013,1583144695
ulysses22,0.03516,7013,1583144696
ulysses22,0.033091,7013,1583144697
ulysses22,0.034829,7013,1583144698
ulysses22,0.034795,7013,1583144699
ulysses22,0.035091,7013,1583144700
ulysses22,0.035482,7013,1583144701
burma14,0.008986,3323,1583144693
burma14,0.008853,3323,1583144694
burma14,0.009047,3323,1583144695
burma14,0.008765,3323,1583144696
burma14,0.0092,3323,1583144697
burma14,0.008736,3323,1583144698
burma14,0.010054,3323,1583144699
burma14,0.00909,3323,1583144700
burma14,0.008794,3323,1583144701
burma14,0.00894,3323,1583144702
eil51,0.669883,426,1583144693
eil51,0.588875,426,1583144694
eil51,0.639402,426,1583144695
eil51,0.633192,426,1583144696
eil51,0.606607,426,1583144697
eil51,0.591491,426,1583144698
eil51,0.661015,426,1583144699
eil51,0.690207,426,1583144700
eil51,0.634268,426,1583144701
eil51,0.644338,426,1583144702
gr17,0.016761,2085,1583144699
gr17,0.016219,2085,1583144700
gr17,0.016627,2085,1583144701
gr17,0.016367,2085,1583144702
gr17,0.017382,2085,1583144703
gr17,0.016124,2085,1583144704
gr17,0.016617,2085,1583144705
gr17,0.016947,2085,1583144706
gr17,0.016823,2085,1583144707
gr17,0.017021,2085,1583144708
st70,1.75013,675,1583144699
st70,1.71559,675,1583144700
st70,1.68499,675,1583144701
st70,1.62339,675,1583144702
st70,1.728,675,1583144703
st70,1.80626,675,1583144704
st70,1.64972,675,1583144705
st70,1.87395,675,1583144706
st70,1.77636,675,1583144707
st70,1.75895,675,1583144708
att48,0.573487,10628,1583144717
att48,0.535698,10628,1583144718
att48,0.594363,10628,1583144719
att48,0.543965,10628,1583144720
att48,0.565776,10628,1583144721
att48,0.529294,10628,1583144722
att48,0.532603,10628,1583144723
att48,0.543716,10628,1583144724
att48,0.524181,10628,1583144725
att48,0.601859,10628,1583144726
eil76,2.5543,538,1583144722
eil76,2.52862,538,1583144723
eil76,2.36871,538,1583144724
eil76,2.37,538,1583144725
eil76,2.14984,538,1583144726
eil76,2.63381,538,1583144727
eil76,2.291,538,1583144728
eil76,2.36805,538,1583144729
eil76,2.39211,538,1583144730
eil76,2.45645,538,1583144731
berlin52,0.576822,7542,1583144746
berlin52,0.563709,7542,1583144747
berlin52,0.596728,7542,1583144748
berlin52,0.574102,7542,1583144749
berlin52,0.582205,7542,1583144750
berlin52,0.550237,7542,1583144751
berlin52,0.576797,7542,1583144752
berlin52,0.571954,7542,1583144753
berlin52,0.566032,7542,1583144754
berlin52,0.552748,7542,1583144755
eil101,6.4578,629,1583144752
eil101,6.51007,629,1583144753
eil101,6.39265,629,1583144754
eil101,5.82186,629,1583144755
eil101,6.09148,629,1583144756
eil101,5.62024,629,1583144757
eil101,5.78595,629,1583144758
eil101,6.53248,629,1583144759
eil101,6.38723,629,1583144760
eil101,7.9837,629,1583144761
rat99,12.9296,1211,1583144816
rat99,12.0197,1211,1583144817
rat99,14.29,1211,1583144818
rat99,13.7456,1211,1583144819
rat99,13.252,1211,1583144820
rat99,13.4775,1211,1583144821
rat99,12.775,1211,1583144822
rat99,12.3427,1211,1583144823
rat99,12.736,1211,1583144824
rat99,13.4328,1211,1583144825
pr76,4.43328,108159,1583144947
pr76,4.51705,108159,1583144948
pr76,4.26023,108159,1583144949
pr76,4.00886,108159,1583144950
pr76,4.54664,108159,1583144951
pr76,4.43539,108159,1583144952
pr76,4.29695,108159,1583144953
pr76,4.46136,108159,1583144954
pr76,4.26542,108159,1583144955
pr76,4.20695,108159,1583144956
gr24,0.045077,1272,1583144990
gr24,0.170663,1272,1583144991
gr24,0.045361,1272,1583144992
gr24,0.043702,1272,1583144993
gr24,0.172939,1272,1583144994
gr24,0.047007,1272,1583144995
gr24,0.050293,1272,1583144996
gr24,0.171277,1272,1583144997
gr24,0.048619,1272,1583144998
gr24,0.168809,1272,1583144999
fri26,0.05676,937,1583144991
fri26,0.178267,937,1583144992
fri26,0.059767,937,1583144993
fri26,0.056628,937,1583144994
fri26,0.182148,937,1583144995
fri26,0.057138,937,1583144996
fri26,0.183222,937,1583144997
fri26,0.057382,937,1583144998
fri26,0.183125,937,1583144999
fri26,0.057521,937,1583145000
kroD100,14.9147,21294,1583144992
kroD100,15.2481,21294,1583144993
kroD100,14.7772,21294,1583144994
kroD100,14.0613,21294,1583144995
kroD100,13.6009,21294,1583144996
kroD100,13.1719,21294,1583144997
kroD100,13.567,21294,1583144998
kroD100,13.2578,21294,1583144999
kroD100,12.0884,21294,1583145000
kroD100,13.1975,21294,1583145001
kroC100,12.9933,20749,1583145131
kroC100,12.9509,20749,1583145132
kroC100,12.7865,20749,1583145133
kroC100,13.4233,20749,1583145134
kroC100,12.8328,20749,1583145135
kroC100,13.0808,20749,1583145136
kroC100,12.2737,20749,1583145137
kroC100,12.8918,20749,1583145138
kroC100,13.0519,20749,1583145139
kroC100,12.7304,20749,1583145140
kroE100,15.6686,22068,1583145260
kroE100,13.7659,22068,1583145261
kroE100,15.4268,22068,1583145262
kroE100,14.7902,22068,1583145263
kroE100,15.2039,22068,1583145264
kroE100,14.5308,22068,1583145265
kroE100,14.2204,22068,1583145266
kroE100,14.7859,22068,1583145267
kroE100,15.2025,22068,1583145268
kroE100,15.274,22068,1583145269
kroA100,13.189,21282,1583145409
kroA100,12.234,21282,1583145410
kroA100,13.0288,21282,1583145411
kroA100,12.9566,21282,1583145412
kroA100,12.2869,21282,1583145413
kroA100,12.405,21282,1583145414
kroA100,12.7103,21282,1583145415
kroA100,12.8004,21282,1583145416
kroA100,13.2344,21282,1583145417
kroA100,13.4845,21282,1583145418
kroB100,13.2378,22141,1583145537
kroB100,12.8262,22141,1583145538
kroB100,13.745,22141,1583145539
kroB100,13.2424,22141,1583145540
kroB100,12.9725,22141,1583145541
kroB100,12.5601,22141,1583145542
kroB100,13.3952,22141,1583145543
kroB100,12.5794,22141,1583145544
kroB100,13.2081,22141,1583145545
kroB100,12.761,22141,1583145546
lin105,13.9194,14379,1583145668
lin105,13.2302,14379,1583145669
lin105,14.0026,14379,1583145670
lin105,13.4683,14379,1583145671
lin105,14.2869,14379,1583145672
lin105,14.0333,14379,1583145673
lin105,13.9793,14379,1583145674
lin105,13.4602,14379,1583145675
lin105,14.0398,14379,1583145676
lin105,14.43,14379,1583145677
pr107,15.9599,44303,1583145807
pr107,16.5682,44303,1583145808
pr107,15.3852,44303,1583145809
pr107,15.5729,44303,1583145810
pr107,16.0003,44303,1583145811
pr107,16.2175,44303,1583145812
pr107,16.2786,44303,1583145813
pr107,15.7913,44303,1583145814
pr107,15.2939,44303,1583145815
pr107,17.3725,44303,1583145816
gr96,11.4895,55209,1583145968
gr96,12.2268,55209,1583145969
gr96,11.2877,55209,1583145970
gr96,11.2368,55209,1583145971
gr96,11.7163,55209,1583145972
gr96,12.5107,55209,1583145973
gr96,12.5539,55209,1583145974
gr96,12.2679,55209,1583145975
gr96,12.5924,55209,1583145976
gr96,11.4493,55209,1583145977
pr124,26.9232,59030,1583146087
pr124,27.5187,59030,1583146088
pr124,23.6975,59030,1583146089
pr124,24.329,59030,1583146090
pr124,23.8525,59030,1583146091
pr124,26.0068,59030,1583146092
pr124,24.3057,59030,1583146093
pr124,25.2467,59030,1583146094
pr124,25.8843,59030,1583146095
pr124,26.0005,59030,1583146096
gr21,0.027447,2707,1583146341
gr21,0.027271,2707,1583146342
gr21,0.028466,2707,1583146343
gr21,0.151762,2707,1583146344
gr21,0.027494,2707,1583146345
gr21,0.027248,2707,1583146346
gr21,0.028226,2707,1583146347
gr21,0.151674,2707,1583146348
gr21,0.02735,2707,1583146349
gr21,0.027295,2707,1583146350
kroB150,33.4613,26130,1583146342
kroB150,32.7635,26130,1583146343
kroB150,34.7251,26130,1583146344
kroB150,33.8771,26130,1583146345
kroB150,33.4855,26130,1583146346
kroB150,37.2297,26130,1583146347
kroB150,37.5199,26130,1583146348
kroB150,30.2052,26130,1583146349
kroB150,30.959,26130,1583146350
kroB150,35.6935,26130,1583146351
kroA150,34.2349,26524,1583146682
kroA150,36.1556,26524,1583146683
kroA150,31.7021,26524,1583146684
kroA150,34.0713,26524,1583146685
kroA150,30.2391,26524,1583146686
kroA150,33.6175,26524,1583146687
kroA150,32.5738,26524,1583146688
kroA150,30.37,26524,1583146689
kroA150,31.5582,26524,1583146690
kroA150,33.1814,26524,1583146691
pr136,39.435,96772,1583147010
pr136,41.146,96772,1583147011
pr136,35.2248,96772,1583147012
pr136,38.2386,96772,1583147013
pr136,37.7367,96772,1583147014
pr136,42.7901,96772,1583147015
pr136,37.7739,96772,1583147016
pr136,40.135,96772,1583147017
pr136,38.2582,96772,1583147018
pr136,39.8984,96772,1583147019
pr144,31.2848,58537,1583147401
pr144,32.1986,58537,1583147402
pr144,31.5265,58537,1583147403
pr144,31.1375,58537,1583147404
pr144,31.5004,58537,1583147405
pr144,31.529,58537,1583147406
pr144,30.5111,58537,1583147407
pr144,31.1118,58537,1583147408
pr144,31.3095,58537,1583147409
pr144,30.1376,58537,1583147410
pr152,21.2166,73682,1583147714
pr152,22.016,73682,1583147715
pr152,19.556,73682,1583147716
pr152,20.3841,73682,1583147717
pr152,21.736,73682,1583147718
pr152,20.5107,73682,1583147719
pr152,20.5222,73682,1583147720
pr152,21.6854,73682,1583147721
pr152,20.9942,73682,1583147722
pr152,21.0219,73682,1583147723
rat195,81.1469,2323,1583147924
rat195,68.9271,2323,1583147925
rat195,86.5763,2323,1583147926
rat195,76.8254,2323,1583147927
rat195,82.399,2323,1583147928
rat195,84.5822,2323,1583147929
rat195,87.4368,2323,1583147930
rat195,79.6461,2323,1583147931
rat195,87.9896,2323,1583147932
rat195,82.6776,2323,1583147933
bayg29,0.216111,1610,1583148743
bayg29,0.085752,1610,1583148744
bayg29,0.21372,1610,1583148745
bayg29,0.213297,1610,1583148746
bayg29,0.08886,1610,1583148747
bayg29,0.21315,1610,1583148748
bayg29,0.211305,1610,1583148749
bayg29,0.087527,1610,1583148750
bayg29,0.212787,1610,1583148751
bayg29,0.21512,1610,1583148752
bier127,32.0223,118282,1583148745
bier127,32.7421,118282,1583148746
bier127,32.1322,118282,1583148747
bier127,33.8162,118282,1583148748
bier127,30.796,118282,1583148749
bier127,32.4865,118282,1583148750
bier127,28.6966,118282,1583148751
bier127,29.2897,118282,1583148752
bier127,34.4452,118282,1583148753
bier127,35.1472,118282,1583148754
gr137,41.2274,69853,1583149067
gr137,37.0352,69853,1583149068
gr137,41.2044,69853,1583149069
gr137,44.7301,69853,1583149070
gr137,43.1189,69853,1583149071
gr137,43.7678,69853,1583149072
gr137,45.9647,69853,1583149073
gr137,38.4238,69853,1583149074
gr137,45.2613,69853,1583149075
gr137,39.8438,69853,1583149076
kroA200,102.907,29368,1583149488
kroA200,96.5963,29368,1583149489
kroA200,94.6091,29368,1583149490
kroA200,90.6962,29368,1583149491
kroA200,96.7732,29368,1583149492
kroA200,105.344,29368,1583149493
kroA200,93.1726,29368,1583149494
kroA200,103.94,29368,1583149495
kroA200,93.3712,29368,1583149496
kroA200,86.8459,29368,1583149497
kroB200,96.8885,29447,1583150456
kroB200,101.471,29437,1583150457
kroB200,95.6812,29437,1583150458
kroB200,105.587,29437,1583150459
kroB200,101.49,29437,1583150460
kroB200,91.5532,29437,1583150461
kroB200,97.4337,29437,1583150462
kroB200,100.697,29437,1583150463
kroB200,106.218,29437,1583150464
kroB200,88.4452,29437,1583150465
rd100,12.108,7910,1583151443
rd100,12.3849,7910,1583151444
rd100,13.8214,7910,1583151445
rd100,12.384,7910,1583151446
rd100,11.0298,7910,1583151447
rd100,13.0179,7910,1583151448
rd100,12.0227,7910,1583151449
rd100,12.1908,7910,1583151450
rd100,12.1876,7910,1583151451
rd100,12.0517,7910,1583151452
gil262,217.87,2378,1583151566
gil262,230.729,2378,1583151567
gil262,232.228,2378,1583151568
gil262,226.976,2378,1583151569
gil262,196.267,2378,1583151570
gil262,243.939,2378,1583151571
gil262,233.258,2378,1583151572
gil262,266.26,2378,1583151573
gil262,228.027,2378,1583151574
gil262,221.771,2378,1583151575
pr226,144.186,80369,1583153867
pr226,130.357,80369,1583153868
pr226,147.211,80369,1583153869
pr226,142.127,80369,1583153870
pr226,143.045,80369,1583153871
pr226,147.613,80369,1583153872
pr226,150.943,80369,1583153873
pr226,161.771,80369,1583153874
pr226,154.616,80369,1583153875
pr226,126.307,80369,1583153876
gr202,95.382,40160,1583155317
gr202,95.5039,40160,1583155318
gr202,99.1412,40160,1583155319
gr202,90.9196,40160,1583155320
gr202,88.2159,40160,1583155321
gr202,96.7771,40160,1583155322
gr202,85.3668,40160,1583155323
gr202,102.111,40160,1583155324
gr202,96.2425,40160,1583155325
gr202,93.8126,40160,1583155326
a280,217.499,2579,1583156262
a280,248.464,2579,1583156263
a280,202.469,2579,1583156264
a280,212.592,2579,1583156265
a280,233.61,2579,1583156266
a280,218.6,2579,1583156267
a280,203.1,2579,1583156268
a280,186.307,2579,1583156269
a280,234.325,2579,1583156270
a280,192.098,2579,1583156271
ts225,74.0022,126643,1583158414
ts225,79.9745,126643,1583158415
ts225,76.1019,126643,1583158416
ts225,76.7169,126643,1583158417
ts225,74.1379,126643,1583158418
ts225,75.5192,126643,1583158419
ts225,74.5898,126643,1583158420
ts225,76.4649,126643,1583158421
ts225,77.1967,126643,1583158422
ts225,75.1332,126643,1583158423
pr264,131.027,49135,1583159225
pr264,135.952,49135,1583159226
pr264,133.948,49135,1583159227
pr264,131.703,49135,1583159228
pr264,131.947,49135,1583159229
pr264,129.622,49135,1583159230
pr264,139.772,49135,1583159231
pr264,120.656,49135,1583159232
pr264,122.722,49135,1583159233
pr264,132.87,49135,1583159234
gr229,175.838,134616,1583160876
gr229,178.699,134602,1583160877
gr229,203.657,134602,1583160878
gr229,173.803,134602,1583160879
gr229,157.286,134602,1583160880
gr229,158.577,134602,1583160881
gr229,173.559,134602,1583160882
gr229,183.403,134602,1583160883
gr229,166.086,134602,1583160884
gr229,160.539,134602,1583160885
tsp225,111.71,3916,1583162881
tsp225,132.177,3916,1583162882
tsp225,114.367,3916,1583162883
tsp225,122.208,3916,1583162884
tsp225,126.103,3916,1583162885
tsp225,114.191,3916,1583162886
tsp225,112.076,3916,1583162887
tsp225,108.006,3916,1583162888
tsp225,109.076,3916,1583162889
tsp225,125.077,3916,1583162890
pr299,428.101,48207,1583164057
pr299,416.697,48207,1583164058
pr299,455.563,48191,1583164059
pr299,431.698,48191,1583164060
pr299,473.849,48191,1583164061
pr299,450.882,48191,1583164062
pr299,491.786,48191,1583164063
pr299,408.962,48191,1583164064
pr299,497.491,48191,1583164065
pr299,427.136,48191,1583164066
lin318,431.317,42070,1583168546
lin318,480.686,42029,1583168547
lin318,450.729,42029,1583168548
lin318,446.716,42029,1583168549
lin318,481.92,42029,1583168550
lin318,475.429,42029,1583168551
